Level1	Level2	Level3	GeneID	RelatedGenes
Offensive virulence factors	Toxin	Toxin: intracellular toxin	ACA60977	VFG044024
Offensive virulence factors	Toxin	Toxin: intracellular toxin	cpb2	VFG012122
Offensive virulence factors	Toxin	Toxin: intracellular toxin	toxB	VFG000845, VFG002288
Offensive virulence factors	Actin-based motility	-	rickA	VFG040815
Offensive virulence factors	Actin-based motility	-	sca2	VFG040863
Offensive virulence factors	Actin-based motility	-	actA	VFG000068
Offensive virulence factors	Actin-based motility	-	icsA/virG	VFG000667
Offensive virulence factors	Secretion system	Type III secretion system	bopC	VFG002473
Offensive virulence factors	Secretion system	Type III secretion system	vscR	VFG007162
Offensive virulence factors	Secretion system	Type III secretion system	bsaM	VFG002465
Offensive virulence factors	Secretion system	Type III secretion system	vscT2	VFG007188
Offensive virulence factors	Secretion system	Type III secretion system	fliI	VFG002499, VFG001254, VFG001896, VFG002331
Offensive virulence factors	Secretion system	Type III secretion system	exeA	VFG038261
Offensive virulence factors	Secretion system	Type III secretion system	tagC-5	VFG002484
Offensive virulence factors	Secretion system	Type III secretion system	bsaO	VFG002463
Offensive virulence factors	Secretion system	Type III secretion system	tssK-5	VFG002487
Offensive virulence factors	Secretion system	Type III secretion system	vgrG2	VFG038372
Offensive virulence factors	Secretion system	Type III secretion system	vscQ	VFG007161
Offensive virulence factors	Secretion system	Type III secretion system	flgF	VFG002512, VFG001239, VFG001912, VFG002347
Offensive virulence factors	Secretion system	Type III secretion system	acrR	VFG038341
Offensive virulence factors	Secretion system	Type III secretion system	exsC	VFG038335
Offensive virulence factors	Secretion system	Type III secretion system	cdsD	VFG002139
Offensive virulence factors	Secretion system	Type III secretion system	vscL	VFG007166
Offensive virulence factors	Secretion system	Type III secretion system	acr1	VFG038346
Offensive virulence factors	Secretion system	Type III secretion system	flgK	VFG002342, VFG001244, VFG002517, VFG001927
Offensive virulence factors	Secretion system	Type III secretion system	acr2	VFG038345
Offensive virulence factors	Secretion system	Type III secretion system	ascX	VFG038344
Offensive virulence factors	Secretion system	Type III secretion system	ascE	VFG038327
Offensive virulence factors	Secretion system	Type III secretion system	CT668	VFG002143
Offensive virulence factors	Secretion system	Type III secretion system	tssJ-5	VFG002486
Offensive virulence factors	Secretion system	Type III secretion system	exeH	VFG038289
Offensive virulence factors	Secretion system	Type III secretion system	flgA	VFG002507, VFG002352
Offensive virulence factors	Secretion system	Type III secretion system	bsaS	VFG002459
Offensive virulence factors	Secretion system	Type III secretion system	acrH	VFG038338
Offensive virulence factors	Secretion system	Type III secretion system	copB	VFG002136
Offensive virulence factors	Secretion system	Type III secretion system	vcrD	VFG007152
Offensive virulence factors	Secretion system	Type III secretion system	ascP	VFG038350
Offensive virulence factors	Secretion system	Type III secretion system	exeF	VFG038281
Offensive virulence factors	Secretion system	Type III secretion system	vopQ	VFG007182
Offensive virulence factors	Secretion system	Type III secretion system	vscO	VFG007159
Offensive virulence factors	Secretion system	Type III secretion system	vcrH	VFG007148
Offensive virulence factors	Secretion system	Type III secretion system	aopX	VFG038356
Offensive virulence factors	Secretion system	Type III secretion system	copD	VFG002137
Offensive virulence factors	Secretion system	Type III secretion system	bsaP	VFG002462
Offensive virulence factors	Secretion system	Type III secretion system	exeL	VFG038305
Offensive virulence factors	Secretion system	Type III secretion system	aopH	VFG038359
Offensive virulence factors	Secretion system	Type III secretion system	flgD	VFG002349, VFG001890, VFG001237, VFG002510
Offensive virulence factors	Secretion system	Type III secretion system	vopZ	VFG044465
Offensive virulence factors	Secretion system	Type III secretion system	cdsL	VFG002130
Offensive virulence factors	Secretion system	Type III secretion system	VPA1331	VFG007184
Offensive virulence factors	Secretion system	Type III secretion system	fliS	VFG001910, VFG002325, VFG002504
Offensive virulence factors	Secretion system	Type III secretion system	bsaN	VFG002464
Offensive virulence factors	Secretion system	Type III secretion system	bsaR	VFG002460
Offensive virulence factors	Secretion system	Type III secretion system	vopN	VFG007157
Offensive virulence factors	Secretion system	Type III secretion system	exeE	VFG038277
Offensive virulence factors	Secretion system	Type III secretion system	xcpT	VFG000180
Offensive virulence factors	Secretion system	Type III secretion system	fliQ	VFG001260, VFG002339, VFG002495, VFG001929
Offensive virulence factors	Secretion system	Type III secretion system	gspE	VFG002048
Offensive virulence factors	Secretion system	Type III secretion system	cdsQ	VFG002147
Offensive virulence factors	Secretion system	Type III secretion system	bprQ	VFG002472
Offensive virulence factors	Secretion system	Type III secretion system	exeC	VFG038269
Offensive virulence factors	Secretion system	Type III secretion system	fliB	VFG002320
Offensive virulence factors	Secretion system	Type III secretion system	bapB	VFG002445
Offensive virulence factors	Secretion system	Type III secretion system	aopD	VFG038336
Offensive virulence factors	Secretion system	Type III secretion system	scc2	VFG002134
Offensive virulence factors	Secretion system	Type III secretion system	vscH	VFG007170
Offensive virulence factors	Secretion system	Type III secretion system	ascK	VFG038321
Offensive virulence factors	Secretion system	Type III secretion system	flhA	VFG001916, VFG002522, VFG001263, VFG002356
Offensive virulence factors	Secretion system	Type III secretion system	orgB	VFG002470
Offensive virulence factors	Secretion system	Type III secretion system	tssC-5	VFG002475
Offensive virulence factors	Secretion system	Type III secretion system	VPA1353	VFG041910
Offensive virulence factors	Secretion system	Type III secretion system	vcrV	VFG007149
Offensive virulence factors	Secretion system	Type III secretion system	vecA	VFG041912
Offensive virulence factors	Secretion system	Type III secretion system	vscR2	VFG007189
Offensive virulence factors	Secretion system	Type III secretion system	vopR	VFG007181
Offensive virulence factors	Secretion system	Type III secretion system	copD2	VFG002150
Offensive virulence factors	Secretion system	Type III secretion system	bsaU	VFG002457
Offensive virulence factors	Secretion system	Type III secretion system	exsD	VFG007176, VFG038331
Offensive virulence factors	Secretion system	Type III secretion system	VPA1350	VFG044468
Offensive virulence factors	Secretion system	Type III secretion system	vscJ2	VFG007194
Offensive virulence factors	Secretion system	Type III secretion system	vscU	VFG007165
Offensive virulence factors	Secretion system	Type III secretion system	vopD2	VFG041908
Offensive virulence factors	Secretion system	Type III secretion system	vscQ2	VFG018679
Offensive virulence factors	Secretion system	Type III secretion system	vscJ	VFG007168
Offensive virulence factors	Secretion system	Type III secretion system	flgN	VFG002505, VFG002354
Offensive virulence factors	Secretion system	Type III secretion system	bapC	VFG046121, VFG002444
Offensive virulence factors	Secretion system	Type III secretion system	cdsV	VFG002126
Offensive virulence factors	Secretion system	Type III secretion system	copB2	VFG002151
Offensive virulence factors	Secretion system	Type III secretion system	cdsJ	VFG002128
Offensive virulence factors	Secretion system	Type III secretion system	gspK	VFG002054
Offensive virulence factors	Secretion system	Type III secretion system	ascQ	VFG038351
Offensive virulence factors	Secretion system	Type III secretion system	fliL	VFG002490, VFG002334, VFG001925
Offensive virulence factors	Secretion system	Type III secretion system	tagB-5	VFG002483
Offensive virulence factors	Secretion system	Type III secretion system	tagAB-5	VFG002482
Offensive virulence factors	Secretion system	Type III secretion system	hcp1	VFG038366
Offensive virulence factors	Secretion system	Type III secretion system	exeD	VFG038273
Offensive virulence factors	Secretion system	Type III secretion system	vopT	VFG018680
Offensive virulence factors	Secretion system	Type III secretion system	vscU2	VFG007191
Offensive virulence factors	Secretion system	Type III secretion system	cdsF	VFG002141
Offensive virulence factors	Secretion system	Type III secretion system	VPA1363	VFG041906
Offensive virulence factors	Secretion system	Type III secretion system	VPA1365	VFG041907
Offensive virulence factors	Secretion system	Type III secretion system	exeN	VFG038313
Offensive virulence factors	Secretion system	Type III secretion system	flgG	VFG001913, VFG002513, VFG002346, VFG001240
Offensive virulence factors	Secretion system	Type III secretion system	VPA1351	VFG044469
Offensive virulence factors	Secretion system	Type III secretion system	cdsN	VFG002144
Offensive virulence factors	Secretion system	Type III secretion system	vtrB	VFG041909
Offensive virulence factors	Secretion system	Type III secretion system	fliK	VFG002333, VFG002497
Offensive virulence factors	Secretion system	Type III secretion system	bsaK	VFG002467
Offensive virulence factors	Secretion system	Type III secretion system	tarp	VFG002154
Offensive virulence factors	Secretion system	Type III secretion system	gspF	VFG002049
Offensive virulence factors	Secretion system	Type III secretion system	cdsO	VFG002145
Offensive virulence factors	Secretion system	Type III secretion system	bopA	VFG002442
Offensive virulence factors	Secretion system	Type III secretion system	xcpU	VFG000179
Offensive virulence factors	Secretion system	Type III secretion system	vopA/vopP	VFG007190
Offensive virulence factors	Secretion system	Type III secretion system	ascS	VFG038353
Offensive virulence factors	Secretion system	Type III secretion system	sycX	VFG038357
Offensive virulence factors	Secretion system	Type III secretion system	sycH	VFG038358
Offensive virulence factors	Secretion system	Type III secretion system	fliH	VFG002500, VFG002330, VFG001253, VFG001899
Offensive virulence factors	Secretion system	Type III secretion system	tssG-5	VFG002479
Offensive virulence factors	Secretion system	Type III secretion system	copN	VFG002125
Offensive virulence factors	Secretion system	Type III secretion system	flgC	VFG001906, VFG002350, VFG001236, VFG002509
Offensive virulence factors	Secretion system	Type III secretion system	flgI	VFG001242, VFG002344, VFG001926, VFG002515
Offensive virulence factors	Secretion system	Type III secretion system	VPA1340	VFG044467
Offensive virulence factors	Secretion system	Type III secretion system	ati2	VFG038360
Offensive virulence factors	Secretion system	Type III secretion system	ascL	VFG038320
Offensive virulence factors	Secretion system	Type III secretion system	vscT	VFG007164
Offensive virulence factors	Secretion system	Type III secretion system	fliA	VFG002319, VFG002519, VFG001894
Offensive virulence factors	Secretion system	Type III secretion system	xcpQ	VFG000184
Offensive virulence factors	Secretion system	Type III secretion system	xcpS	VFG000181
Offensive virulence factors	Secretion system	Type III secretion system	exsE	VFG038334
Offensive virulence factors	Secretion system	Type III secretion system	gspD	VFG002047
Offensive virulence factors	Secretion system	Type III secretion system	tyeA	VFG007156
Offensive virulence factors	Secretion system	Type III secretion system	fliC	VFG001246, VFG002322, VFG002321, VFG002323, VFG002535
Offensive virulence factors	Secretion system	Type III secretion system	vscC2	VFG007187
Offensive virulence factors	Secretion system	Type III secretion system	gspC	VFG002046
Offensive virulence factors	Secretion system	Type III secretion system	flhC	VFG002358
Offensive virulence factors	Secretion system	Type III secretion system	bprA	VFG002448
Offensive virulence factors	Secretion system	Type III secretion system	CT577	VFG002135
Offensive virulence factors	Secretion system	Type III secretion system	fliR	VFG002340, VFG001918, VFG001261, VFG002496
Offensive virulence factors	Secretion system	Type III secretion system	basJ	VFG037218, VFG002468
Offensive virulence factors	Secretion system	Type III secretion system	xcpX	VFG000176
Offensive virulence factors	Secretion system	Type III secretion system	acrV	VFG038339
Offensive virulence factors	Secretion system	Type III secretion system	vscB	VFG007175
Offensive virulence factors	Secretion system	Type III secretion system	cdsR	VFG002131
Offensive virulence factors	Secretion system	Type III secretion system	ascJ	VFG038322
Offensive virulence factors	Secretion system	Type III secretion system	xcpV	VFG000178
Offensive virulence factors	Secretion system	Type III secretion system	gspM	VFG002056
Offensive virulence factors	Secretion system	Type III secretion system	vscS	VFG007163
Offensive virulence factors	Secretion system	Type III secretion system	vcrD2	VFG007192
Offensive virulence factors	Secretion system	Type III secretion system	aexT	VFG038364
Offensive virulence factors	Secretion system	Type III secretion system	ascT	VFG038354
Offensive virulence factors	Secretion system	Type III secretion system	flhD	VFG002359
Offensive virulence factors	Secretion system	Type III secretion system	bicP	VFG002441
Offensive virulence factors	Secretion system	Type III secretion system	aopB	VFG038337
Offensive virulence factors	Secretion system	Type III secretion system	vcrG	VFG007150
Offensive virulence factors	Secretion system	Type III secretion system	vopS	VFG007180
Offensive virulence factors	Secretion system	Type III secretion system	exeK	VFG038301
Offensive virulence factors	Secretion system	Type III secretion system	vscP	VFG007160
Offensive virulence factors	Secretion system	Type III secretion system	ascO	VFG038349
Offensive virulence factors	Secretion system	Type III secretion system	xcpW	VFG000177
Offensive virulence factors	Secretion system	Type III secretion system	xcpR	VFG000182
Offensive virulence factors	Secretion system	Type III secretion system	vscS2	VFG007185
Offensive virulence factors	Secretion system	Type III secretion system	tssF-5	VFG002478
Offensive virulence factors	Secretion system	Type III secretion system	scc3	VFG002152
Offensive virulence factors	Secretion system	Type III secretion system	cdsT	VFG002133
Offensive virulence factors	Secretion system	Type III secretion system	xcpZ	VFG000174
Offensive virulence factors	Secretion system	Type III secretion system	gspG	VFG002050
Offensive virulence factors	Secretion system	Type III secretion system	fliM	VFG002335, VFG001893, VFG001256, VFG002491
Offensive virulence factors	Secretion system	Type III secretion system	ascH	VFG038324
Offensive virulence factors	Secretion system	Type III secretion system	spaP	VFG005361, VFG002455
Offensive virulence factors	Secretion system	Type III secretion system	bipB	VFG002450
Offensive virulence factors	Secretion system	Type III secretion system	bapA	VFG002446
Offensive virulence factors	Secretion system	Type III secretion system	sycN	VFG007155
Offensive virulence factors	Secretion system	Type III secretion system	tssL-5	VFG002488
Offensive virulence factors	Secretion system	Type III secretion system	fliJ	VFG001255, VFG002498, VFG002332
Offensive virulence factors	Secretion system	Type III secretion system	ascC	VFG038329
Offensive virulence factors	Secretion system	Type III secretion system	tssE-5	VFG002477
Offensive virulence factors	Secretion system	Type III secretion system	cdsP	VFG002146
Offensive virulence factors	Secretion system	Type III secretion system	xcpP	VFG000183
Offensive virulence factors	Secretion system	Type III secretion system	exeG	VFG038285
Offensive virulence factors	Secretion system	Type III secretion system	vscX	VFG007154
Offensive virulence factors	Secretion system	Type III secretion system	exeM	VFG038309
Offensive virulence factors	Secretion system	Type III secretion system	bsaY	VFG002453
Offensive virulence factors	Secretion system	Type III secretion system	vscY	VFG007153
Offensive virulence factors	Secretion system	Type III secretion system	sycO	VFG038362
Offensive virulence factors	Secretion system	Type III secretion system	VPA0450	VFG007183
Offensive virulence factors	Secretion system	Type III secretion system	bopE	VFG002443
Offensive virulence factors	Secretion system	Type III secretion system	bsaQ	VFG002461
Offensive virulence factors	Secretion system	Type III secretion system	bsaL	VFG002466
Offensive virulence factors	Secretion system	Type III secretion system	aopO	VFG038363
Offensive virulence factors	Secretion system	Type III secretion system	ascD	VFG038328
Offensive virulence factors	Secretion system	Type III secretion system	ascR	VFG038352
Offensive virulence factors	Secretion system	Type III secretion system	vscK	VFG007167
Offensive virulence factors	Secretion system	Type III secretion system	ati1	VFG038361
Offensive virulence factors	Secretion system	Type III secretion system	bsaZ	VFG002452
Offensive virulence factors	Secretion system	Type III secretion system	bsaX	VFG002454
Offensive virulence factors	Secretion system	Type III secretion system	bprD	VFG002439
Offensive virulence factors	Secretion system	Type III secretion system	tssB-5	VFG002474
Offensive virulence factors	Secretion system	Type III secretion system	cdsS	VFG002132
Offensive virulence factors	Secretion system	Type III secretion system	CT863	VFG002153
